"STATION_NUMBER","YEAR","MEAN","MIN","MAX","MIN_MONTH","MAX_MONTH","LATITUDE","LONGITUDE","DRAINAGE_AREA_GROSS"
"07EA001",1962,209,32,1200,2,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1963,193,32.599998474121094,1130,3,7,57.42082977294922,-125.62638854980467,11100
"07EA001",1964,221,33.099998474121094,1720,3,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1965,157,38.20000076293945,850,4,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1966,192,20.100000381469727,1080,4,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1967,191,24.600000381469727,1120,4,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1968,185,24.899999618530277,855,12,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1969,189,22,1050,3,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1970,191,26.600000381469727,1190,3,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1973,202,29.399999618530277,1000,4,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1974,220,23.799999237060547,977,3,7,57.42082977294922,-125.62638854980467,11100
"07EA001",1975,159,28.600000381469727,660,4,7,57.42082977294922,-125.62638854980467,11100
"07EA001",1976,218,27.399999618530277,1110,4,7,57.42082977294922,-125.62638854980467,11100
"07EA001",1977,189,26.299999237060547,929,3,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1978,144,27.200000762939453,830,3,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1979,184,21.100000381469727,807,2,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1980,201,26.100000381469727,759,4,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1981,214,29.700000762939453,1520,4,5,57.42082977294922,-125.62638854980467,11100
"07EA001",1982,169,25.899999618530277,1030,4,6,57.42082977294922,-125.62638854980467,11100
"07EA001",1983,181,26.100000381469727,1100,3,6,57.42082977294922,-125.62638854980467,11100
"07EA002",1962,59.20000076293945,5.579999923706055,258,2,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1963,52.29999923706055,7.190000057220459,229,3,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1964,57.70000076293945,7.079999923706055,311,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1965,43.5,7.650000095367432,180,12,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1966,43.79999923706055,4.760000228881836,212,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1967,43.79999923706055,5.71999979019165,215,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1968,47.09999847412109,5.949999809265137,184,3,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1969,39.900001525878906,2.970000028610229,210,2,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1970,53.09999847412109,5.800000190734863,292,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1972,52.20000076293945,5.690000057220459,391,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1973,51.59999847412109,7.079999923706055,193,2,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1975,51.20000076293945,5.380000114440918,246,4,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1976,49,5.659999847412109,221,3,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1978,38.70000076293945,5.519999980926514,185,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1979,56.09999847412109,5.380000114440918,316,4,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1980,47.59999847412109,4.820000171661377,201,4,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1981,59.70000076293945,6.199999809265137,352,4,5,57.45000076293945,-125.6374969482422,2410
"07EA002",1982,50.20000076293945,5.650000095367432,253,4,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1984,53.79999923706055,5.28000020980835,242,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1985,51.400001525878906,5.800000190734863,252,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1986,47.5,5.019999980926514,250,3,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1987,60.900001525878906,6.699999809265137,301,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1988,57.70000076293945,5.980000019073486,264,3,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1989,51.400001525878906,6.199999809265137,201,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1990,53.900001525878906,5.550000190734863,465,2,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1991,49.79999923706055,4.699999809265137,162,3,7,57.45000076293945,-125.6374969482422,2410
"07EA002",1992,54.20000076293945,7.239999771118164,307,2,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1993,45.59999847412109,4.570000171661377,188,3,5,57.45000076293945,-125.6374969482422,2410
"07EA002",1994,53.59999847412109,4.179999828338623,217,2,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1995,38.20000076293945,5.760000228881836,172,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1996,54.79999923706055,4.860000133514404,227,4,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1997,58.59999847412109,6.25,232,3,6,57.45000076293945,-125.6374969482422,2410
"07EA002",1998,49.59999847412109,6.079999923706055,267,2,5,57.45000076293945,-125.6374969482422,2410
"07EA004",2011,2.742000102996826,1.8760000467300413,4.71999979019165,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",2012,2.7049999237060547,2.0510001182556152,5.374000072479248,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",2013,2.611999988555908,1.8980000019073489,4.61899995803833,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",2014,2.595999956130981,1.995000004768372,4.294000148773193,11,5,56.73060989379883,-125.1050033569336,4140
"07EA004",2015,2.76200008392334,"","","","",56.73060989379883,-125.1050033569336,4140
"07EA004",2016,2.799000024795532,"","","","",56.73060989379883,-125.1050033569336,4140
"07EA004",2017,2.611999988555908,"","","","",56.73060989379883,-125.1050033569336,4140
"07EA004",2018,2.5269999504089355,1.9160000085830688,"",12,"",56.73060989379883,-125.1050033569336,4140
"07EA004",2019,2.747999906539917,"","","","",56.73060989379883,-125.1050033569336,4140
"07EA004",1978,42.5,9.489999771118164,320,3,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1979,56.20000076293945,5.949999809265137,292,2,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1980,50.900001525878906,8.75,234,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1981,63.59999847412109,6.599999904632568,608,4,5,56.73060989379883,-125.1050033569336,4140
"07EA004",1982,56.900001525878906,8.25,386,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1983,55.09999847412109,9.220000267028809,387,11,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1984,60.900001525878906,8.600000381469727,382,2,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1985,53.79999923706055,7.010000228881836,358,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1986,58.5,8.850000381469727,348,3,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1987,71.80000305175781,8.699999809265137,413,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1988,65.30000305175781,8.380000114440918,372,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1989,53,9.600000381469728,337,3,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1990,60.400001525878906,6.25,817,11,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1991,55.79999923706055,4.550000190734863,230,4,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1992,63.900001525878906,9,500,3,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1993,54.79999923706055,7.550000190734863,371,4,5,56.73060989379883,-125.1050033569336,4140
"07EA004",1994,64.30000305175781,7.5,314,2,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1995,55,4.199999809265137,354,11,7,56.73060989379883,-125.1050033569336,4140
"07EA004",1996,73.5,9.09000015258789,382,3,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1997,64.19999694824219,9.520000457763672,473,3,6,56.73060989379883,-125.1050033569336,4140
"07EA004",1998,52.900001525878906,12.699999809265137,510,3,5,56.73060989379883,-125.1050033569336,4140
