STATION_NUMBER,YEAR,MEAN,MIN,MAX,MIN_MONTH,MAX_MONTH,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,YEARS_OF_DATA
07EA001,1983,190.45,26.10000038146973,1100.0,3.0,6.0,57.42082977294922,-125.62638854980469,11100.0,20
07EA002,1998,50.83939384691643,6.079999923706055,267.0,2.0,5.0,57.45000076293945,-125.6374969482422,2410.0,33
07EA004,2019,57.60238129752023,8.670000076293945,267.0,1.0,5.0,56.73060989379883,-125.1050033569336,4140.0,42
07EA005,2018,256.725,24.899999618530284,1080.0,1.0,6.0,57.126220703125,-125.24992370605469,15600.0,40
07EA007,2019,30.124999947018093,3.7899999618530273,145.0,3.0,5.0,57.19110870361328,-124.90110778808594,1690.0,36
07EB001,1962,680.0,101.0,3620.0,3.0,6.0,56.03194046020508,-123.9055633544922,43300.0,3
07EB002,2019,39.53243250460238,4.78000020980835,255.0,1.0,5.0,56.52410888671875,-123.93602752685548,2190.0,37
07EC001,1969,90.22500038146973,10.800000190734863,631.0,2.0,5.0,55.78889083862305,-124.68055725097656,5080.0,8
07EC002,2019,88.92727305672385,9.81999969482422,481.0,1.0,5.0,55.9168586730957,-124.5675811767578,5560.0,44
07EC003,2019,44.06279049363247,7.920000076293945,298.0,3.0,5.0,56.24499893188477,-124.64466857910156,3060.0,43
07EC004,2018,35.29736855155543,6.6599998474121085,262.0,3.0,5.0,56.1269416809082,-124.80191802978516,1950.0,38
07ED001,1995,56.949999945504324,12.5,317.0,3.0,5.0,55.20000076293945,-124.23332977294922,4350.0,28
07ED003,2018,83.83684268750642,15.300000190734865,426.0,9.0,6.0,55.42721939086914,-123.63336181640624,6790.0,38
07EE002,1967,390.42857142857144,62.29999923706055,2430.0,3.0,6.0,55.8477783203125,-123.7619400024414,20300.0,7
07EE003,1963,135.0,32.59999847412109,697.0,11.0,5.0,54.85832977294922,-122.6152801513672,4010.0,1
07EE004,1966,1.6499999761581419,0.0989999994635582,15.300000190734865,3.0,5.0,55.31943893432617,-123.09722137451172,72.30000305175781,1
07EE005,1966,0.35899999737739563,0.05700000002980232,2.859999895095825,8.0,6.0,55.36111068725586,-123.09722137451172,23.29999923706055,1
07EE007,2018,147.69,33.400001525878906,681.0,1.0,5.0,55.08193969726562,-122.9130630493164,4930.0,50
07EE009,2018,5.079512194889348,0.3540000021457672,40.0,8.0,3.0,54.52972030639648,-122.61222076416016,310.0,41
07EE010,2018,43.91842089201275,6.269999980926514,315.0,9.0,5.0,54.99850082397461,-123.03656005859376,3710.0,38
07EF001,2018,1108.5079365079366,309.0,1730.0,6.0,1.0,56.0270004272461,-121.9086685180664,73100.0,63
07EF004,2018,13.145263119747764,1.4900000095367432,189.0,1.0,6.0,55.94610977172852,-122.6588897705078,741.0,19
