"STATION_NUMBER","LATITUDE","LONGITUDE"
"07EA001",57.42082977294922,-125.62638854980467
"07EA002",57.45000076293945,-125.6374969482422
"07EA004",56.73060989379883,-125.1050033569336
"07EA005",57.126220703125,-125.24992370605467
"07EA006",56.78860855102539,-124.8741683959961
"07EA007",57.19110870361328,-124.90110778808594
"07EB001",56.03194046020508,-123.9055633544922
"07EB002",56.52410888671875,-123.93602752685548
"07EC001",55.78889083862305,-124.68055725097656
"07EC002",55.9168586730957,-124.5675811767578
"07EC003",56.244998931884766,-124.64466857910156
"07EC004",56.1269416809082,-124.80191802978516
"07ED001",55.20000076293945,-124.23332977294922
"07ED002",55.50389099121094,-123.4197235107422
"07ED003",55.42721939086914,-123.63336181640624
"07EE002",55.8477783203125,-123.7619400024414
"07EE003",54.85832977294922,-122.6152801513672
"07EE004",55.31943893432617,-123.09722137451172
"07EE005",55.36111068725586,-123.09722137451172
"07EE007",55.081939697265625,-122.9130630493164
"07EE008",55.33943939208984,-123.18805694580078
"07EE009",54.52972030639648,-122.61222076416016
"07EE010",54.99850082397461,-123.03656005859376
"07EE011",54.81111145019531,-123.32083129882812
"07EF001",56.027000427246094,-121.9086685180664
"07EF002",56.04996871948242,-123.7481918334961
"07EF003",56.10639190673828,-122.7161102294922
"07EF004",55.94610977172852,-122.6588897705078
"07FA001",56.22777938842773,-121.48056030273438
"07FA003",56.50894165039063,-122.24321746826172
"07FA004",56.1993293762207,-120.8144989013672
"07FA005",56.45986175537109,-122.35453033447266
"07FA006",56.25075149536133,-121.62853240966795
"07FA007",56.82332992553711,-122.62471771240234
"07FB001",55.71844100952149,-121.21156311035156
"07FB002",55.55247116088867,-121.20349884033205
"07FB003",55.54217147827149,-121.6275634765625
"07FB004",55.53778076171875,-121.59680938720705
"07FB005",55.14582824707031,-120.92333221435548
"07FB006",55.06135940551758,-121.01377868652344
"07FB007",55.18777847290039,-121.7611083984375
"07FB008",56.09249877929688,-121.36678314208984
"07FB009",55.09017181396485,-120.94183349609376
"07FB010",55.508331298828125,-122.57472229003906
"07FB011",55.695831298828125,-121.62999725341795
"07FC001",56.278438568115234,-120.69985961914062
"07FC002",56.42417144775391,-120.9250030517578
"07FC003",56.67763900756836,-121.22232818603516
"07FC004",56.27444076538086,-120.94750213623048
"07FC005",56.28055953979492,-120.95693969726562
"07FC006",56.600830078125,-120.37972259521484
"07FC007",57.133888244628906,-121.5133285522461
"07FD001",55.95735931396485,-120.56436157226562
"07FD002",56.13938903808594,-120.67241668701172
"07FD004",56.33422088623047,-120.15514373779295
"07FD005",56.38555908203125,-120.1758270263672
"07FD007",55.86518859863281,-120.0304183959961
"07FD010",56.12691879272461,-120.0574722290039
"07FD015",55.761940002441406,-120.25
"07FD016",55.75638961791992,-120.25
"07FD017",55.52693939208984,-120.02693939208984
"07GC001",54.6986083984375,-120.0583267211914
"08BB001",58.63888931274414,-133.540283203125
"08BB002",59.105560302734375,-133.66111755371094
"08BB003",59.11111068725586,-133.6638946533203
"08BB004",59.00138854980469,-133.459716796875
"08CA001",57.67028045654297,-128.10333251953125
